input,output,category,complexity,type
Zu welcher Kategorie gehört 'grünschwarz'?,farben,farben,1,categorization
Verwende 'grünschwarz' in einem Satz.,Das ist grünschwarz.,farben,1,sentence_generation
Verwende 'grünschwarz' in einem Satz.,Ich sehe etwas grünschwarzes.,farben,1,sentence_generation
Was bedeutet 'einige'?,Teilmenge,logik,5,word_meaning
Zu welcher Kategorie gehört 'einige'?,logik,logik,5,categorization
Verwende 'einige' in einem Satz.,Einige das stimmt.,logik,5,sentence_generation
Verwende 'einige' in einem Satz.,Das ist einige wahr.,logik,5,sentence_generation
Was bedeutet 'hausstuhl'?,Sammlung von Seiten (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'hausstuhl'?,objekte,objekte,1,categorization
Verwende 'hausstuhl' in einem Satz.,Das ist ein hausstuhl.,objekte,1,sentence_generation
Verwende 'hausstuhl' in einem Satz.,Ich brauche einen hausstuhl.,objekte,1,sentence_generation
Was bedeutet 'weilalle'?,Vollständige Menge (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'weilalle'?,logik,logik,5,categorization
Verwende 'weilalle' in einem Satz.,Weilalle das stimmt.,logik,5,sentence_generation
Verwende 'weilalle' in einem Satz.,Das ist weilalle wahr.,logik,5,sentence_generation
Was bedeutet 'gesundsatt'?,Niedrige Temperatur (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'gesundsatt'?,zustände,zustände,2,categorization
Verwende 'gesundsatt' in einem Satz.,Ich bin gesundsatt.,zustände,2,sentence_generation
Verwende 'gesundsatt' in einem Satz.,Du siehst gesundsatt aus.,zustände,2,sentence_generation
Was bedeutet 'zehnsechs'?,Zahl 1 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'zehnsechs'?,zahlen,zahlen,1,categorization
Verwende 'zehnsechs' in einem Satz.,Ich zähle bis zehnsechs.,zahlen,1,sentence_generation
Verwende 'zehnsechs' in einem Satz.,Zehnsechs Dinge.,zahlen,1,sentence_generation
Was bedeutet 'einigeund'?,Schlussfolgerung (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'einigeund'?,logik,logik,5,categorization
Verwende 'einigeund' in einem Satz.,Einigeund das stimmt.,logik,5,sentence_generation
Verwende 'einigeund' in einem Satz.,Das ist einigeund wahr.,logik,5,sentence_generation
Was bedeutet 'neunvier'?,Zahl 7 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'neunvier'?,zahlen,zahlen,1,categorization
Verwende 'neunvier' in einem Satz.,Ich zähle bis neunvier.,zahlen,1,sentence_generation
Verwende 'neunvier' in einem Satz.,Neunvier Dinge.,zahlen,1,sentence_generation
Was bedeutet 'entscheiden_var125'?,Qualität beurteilen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'entscheiden_var125'?,aktionen,aktionen,4,categorization
Verwende 'entscheiden_var125' in einem Satz.,Ich entscheiden_var125 darüber.,aktionen,4,sentence_generation
Verwende 'entscheiden_var125' in einem Satz.,Wir müssen entscheiden_var125.,aktionen,4,sentence_generation
Was bedeutet 'tanzen_var123'?,Sich am Boden fortbewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'tanzen_var123'?,bewegungen,bewegungen,2,categorization
Verwende 'tanzen_var123' in einem Satz.,Ich kann tanzen_var123.,bewegungen,2,sentence_generation
Verwende 'tanzen_var123' in einem Satz.,Wir tanzen_var123 zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'müdekrank'?,Körperlich in Ordnung (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'müdekrank'?,zustände,zustände,2,categorization
Verwende 'müdekrank' in einem Satz.,Ich bin müdekrank.,zustände,2,sentence_generation
Verwende 'müdekrank' in einem Satz.,Du siehst müdekrank aus.,zustände,2,sentence_generation
Was bedeutet 'blaue'?,Farbe des Himmels (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'blaue'?,farben,farben,1,categorization
Verwende 'blaue' in einem Satz.,Das ist blaue.,farben,1,sentence_generation
Verwende 'blaue' in einem Satz.,Ich sehe etwas blauees.,farben,1,sentence_generation
Was bedeutet 'sechssieben'?,Zahl 2 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'sechssieben'?,zahlen,zahlen,1,categorization
Verwende 'sechssieben' in einem Satz.,Ich zähle bis sechssieben.,zahlen,1,sentence_generation
Verwende 'sechssieben' in einem Satz.,Sechssieben Dinge.,zahlen,1,sentence_generation
Was bedeutet 'telefon'?,Gerät zur Kommunikation,objekte,1,word_meaning
Zu welcher Kategorie gehört 'telefon'?,objekte,objekte,1,categorization
Verwende 'telefon' in einem Satz.,Das ist ein telefon.,objekte,1,sentence_generation
Verwende 'telefon' in einem Satz.,Ich brauche einen telefon.,objekte,1,sentence_generation
Was bedeutet 'vierzwei'?,Zahl 4 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'vierzwei'?,zahlen,zahlen,1,categorization
Verwende 'vierzwei' in einem Satz.,Ich zähle bis vierzwei.,zahlen,1,sentence_generation
Verwende 'vierzwei' in einem Satz.,Vierzwei Dinge.,zahlen,1,sentence_generation
Was bedeutet 'blauschwarz'?,Farbe des Blutes (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'blauschwarz'?,farben,farben,1,categorization
Verwende 'blauschwarz' in einem Satz.,Das ist blauschwarz.,farben,1,sentence_generation
Verwende 'blauschwarz' in einem Satz.,Ich sehe etwas blauschwarzes.,farben,1,sentence_generation
Was bedeutet 'zehnvier'?,Zahl 9 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'zehnvier'?,zahlen,zahlen,1,categorization
Verwende 'zehnvier' in einem Satz.,Ich zähle bis zehnvier.,zahlen,1,sentence_generation
Verwende 'zehnvier' in einem Satz.,Zehnvier Dinge.,zahlen,1,sentence_generation
Was bedeutet 'tanzenspringen'?,Sich langsam fortbewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'tanzenspringen'?,bewegungen,bewegungen,2,categorization
Verwende 'tanzenspringen' in einem Satz.,Ich kann tanzenspringen.,bewegungen,2,sentence_generation
Verwende 'tanzenspringen' in einem Satz.,Wir tanzenspringen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'neunfünf'?,Zahl 7 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'neunfünf'?,zahlen,zahlen,1,categorization
Verwende 'neunfünf' in einem Satz.,Ich zähle bis neunfünf.,zahlen,1,sentence_generation
Verwende 'neunfünf' in einem Satz.,Neunfünf Dinge.,zahlen,1,sentence_generation
Was bedeutet 'erklärenlösen'?,Systematisch untersuchen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'erklärenlösen'?,aktionen,aktionen,4,categorization
Verwende 'erklärenlösen' in einem Satz.,Ich erklärenlösen darüber.,aktionen,4,sentence_generation
Verwende 'erklärenlösen' in einem Satz.,Wir müssen erklärenlösen.,aktionen,4,sentence_generation
Was bedeutet 'verstehenentscheiden'?,Systematisch untersuchen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'verstehenentscheiden'?,aktionen,aktionen,4,categorization
Verwende 'verstehenentscheiden' in einem Satz.,Ich verstehenentscheiden darüber.,aktionen,4,sentence_generation
Verwende 'verstehenentscheiden' in einem Satz.,Wir müssen verstehenentscheiden.,aktionen,4,sentence_generation
Was bedeutet 'vierneun'?,Zahl 1 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'vierneun'?,zahlen,zahlen,1,categorization
Verwende 'vierneun' in einem Satz.,Ich zähle bis vierneun.,zahlen,1,sentence_generation
Verwende 'vierneun' in einem Satz.,Vierneun Dinge.,zahlen,1,sentence_generation
Was bedeutet 'fünfzehn'?,Zahl 5 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'fünfzehn'?,zahlen,zahlen,1,categorization
Verwende 'fünfzehn' in einem Satz.,Ich zähle bis fünfzehn.,zahlen,1,sentence_generation
Verwende 'fünfzehn' in einem Satz.,Fünfzehn Dinge.,zahlen,1,sentence_generation
Was bedeutet 'lernen_var117'?,Systematisch untersuchen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'lernen_var117'?,aktionen,aktionen,4,categorization
Verwende 'lernen_var117' in einem Satz.,Ich lernen_var117 darüber.,aktionen,4,sentence_generation
Verwende 'lernen_var117' in einem Satz.,Wir müssen lernen_var117.,aktionen,4,sentence_generation
Was bedeutet 'einszehn'?,Zahl 8 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'einszehn'?,zahlen,zahlen,1,categorization
Verwende 'einszehn' in einem Satz.,Ich zähle bis einszehn.,zahlen,1,sentence_generation
Verwende 'einszehn' in einem Satz.,Einszehn Dinge.,zahlen,1,sentence_generation
Was bedeutet 'kaltglücklich'?,Nicht schläfrig (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'kaltglücklich'?,zustände,zustände,2,categorization
Verwende 'kaltglücklich' in einem Satz.,Ich bin kaltglücklich.,zustände,2,sentence_generation
Verwende 'kaltglücklich' in einem Satz.,Du siehst kaltglücklich aus.,zustände,2,sentence_generation
Was bedeutet 'einigenicht'?,Alternative (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'einigenicht'?,logik,logik,5,categorization
Verwende 'einigenicht' in einem Satz.,Einigenicht das stimmt.,logik,5,sentence_generation
Verwende 'einigenicht' in einem Satz.,Das ist einigenicht wahr.,logik,5,sentence_generation
Was bedeutet 'warmsatt'?,Niedrige Temperatur (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'warmsatt'?,zustände,zustände,2,categorization
Verwende 'warmsatt' in einem Satz.,Ich bin warmsatt.,zustände,2,sentence_generation
Verwende 'warmsatt' in einem Satz.,Du siehst warmsatt aus.,zustände,2,sentence_generation
Was bedeutet 'achtzwei'?,Zahl 5 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'achtzwei'?,zahlen,zahlen,1,categorization
Verwende 'achtzwei' in einem Satz.,Ich zähle bis achtzwei.,zahlen,1,sentence_generation
Verwende 'achtzwei' in einem Satz.,Achtzwei Dinge.,zahlen,1,sentence_generation
Was bedeutet 'haus_var136'?,Große Pflanze mit Stamm (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'haus_var136'?,objekte,objekte,1,categorization
Verwende 'haus_var136' in einem Satz.,Das ist ein haus_var136.,objekte,1,sentence_generation
Verwende 'haus_var136' in einem Satz.,Ich brauche einen haus_var136.,objekte,1,sentence_generation
Was bedeutet 'sattgesund'?,Bedürfnis nach Schlaf (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'sattgesund'?,zustände,zustände,2,categorization
Verwende 'sattgesund' in einem Satz.,Ich bin sattgesund.,zustände,2,sentence_generation
Verwende 'sattgesund' in einem Satz.,Du siehst sattgesund aus.,zustände,2,sentence_generation
Was bedeutet 'gesundhungrig'?,Gefühl nach dem Essen (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'gesundhungrig'?,zustände,zustände,2,categorization
Verwende 'gesundhungrig' in einem Satz.,Ich bin gesundhungrig.,zustände,2,sentence_generation
Verwende 'gesundhungrig' in einem Satz.,Du siehst gesundhungrig aus.,zustände,2,sentence_generation
Was bedeutet 'deshalb'?,Schlussfolgerung,logik,5,word_meaning
Zu welcher Kategorie gehört 'deshalb'?,logik,logik,5,categorization
Verwende 'deshalb' in einem Satz.,Deshalb das stimmt.,logik,5,sentence_generation
Verwende 'deshalb' in einem Satz.,Das ist deshalb wahr.,logik,5,sentence_generation
Was bedeutet 'orangebraun'?,Mischfarbe rot-gelb (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'orangebraun'?,farben,farben,1,categorization
Verwende 'orangebraun' in einem Satz.,Das ist orangebraun.,farben,1,sentence_generation
Verwende 'orangebraun' in einem Satz.,Ich sehe etwas orangebraunes.,farben,1,sentence_generation
Was bedeutet 'wache'?,Körperlich in Ordnung (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'wache'?,zustände,zustände,2,categorization
Verwende 'wache' in einem Satz.,Ich bin wache.,zustände,2,sentence_generation
Verwende 'wache' in einem Satz.,Du siehst wache aus.,zustände,2,sentence_generation
Was bedeutet 'rollenlaufen'?,Rhythmische Bewegung (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'rollenlaufen'?,bewegungen,bewegungen,2,categorization
Verwende 'rollenlaufen' in einem Satz.,Ich kann rollenlaufen.,bewegungen,2,sentence_generation
Verwende 'rollenlaufen' in einem Satz.,Wir rollenlaufen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'fliegen_var103'?,Sich im Wasser fortbewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'fliegen_var103'?,bewegungen,bewegungen,2,categorization
Verwende 'fliegen_var103' in einem Satz.,Ich kann fliegen_var103.,bewegungen,2,sentence_generation
Verwende 'fliegen_var103' in einem Satz.,Wir fliegen_var103 zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'bewertenlernen'?,Problem beheben (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'bewertenlernen'?,aktionen,aktionen,4,categorization
Verwende 'bewertenlernen' in einem Satz.,Ich bewertenlernen darüber.,aktionen,4,sentence_generation
Verwende 'bewertenlernen' in einem Satz.,Wir müssen bewertenlernen.,aktionen,4,sentence_generation
Was bedeutet 'entscheidenverstehen'?,Vorgehensweise festlegen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'entscheidenverstehen'?,aktionen,aktionen,4,categorization
Verwende 'entscheidenverstehen' in einem Satz.,Ich entscheidenverstehen darüber.,aktionen,4,sentence_generation
Verwende 'entscheidenverstehen' in einem Satz.,Wir müssen entscheidenverstehen.,aktionen,4,sentence_generation
Was bedeutet 'laufengehen'?,Rhythmische Bewegung (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'laufengehen'?,bewegungen,bewegungen,2,categorization
Verwende 'laufengehen' in einem Satz.,Ich kann laufengehen.,bewegungen,2,sentence_generation
Verwende 'laufengehen' in einem Satz.,Wir laufengehen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'sieben_var111'?,Zahl 5 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'sieben_var111'?,zahlen,zahlen,1,categorization
Verwende 'sieben_var111' in einem Satz.,Ich zähle bis sieben_var111.,zahlen,1,sentence_generation
Verwende 'sieben_var111' in einem Satz.,Sieben_var111 Dinge.,zahlen,1,sentence_generation
Was bedeutet 'siebenvier'?,Zahl 2 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'siebenvier'?,zahlen,zahlen,1,categorization
Verwende 'siebenvier' in einem Satz.,Ich zähle bis siebenvier.,zahlen,1,sentence_generation
Verwende 'siebenvier' in einem Satz.,Siebenvier Dinge.,zahlen,1,sentence_generation
Was bedeutet 'viersechs'?,Zahl 9 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'viersechs'?,zahlen,zahlen,1,categorization
Verwende 'viersechs' in einem Satz.,Ich zähle bis viersechs.,zahlen,1,sentence_generation
Verwende 'viersechs' in einem Satz.,Viersechs Dinge.,zahlen,1,sentence_generation
Was bedeutet 'hungrigwarm'?,Körperlich in Ordnung (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'hungrigwarm'?,zustände,zustände,2,categorization
Verwende 'hungrigwarm' in einem Satz.,Ich bin hungrigwarm.,zustände,2,sentence_generation
Verwende 'hungrigwarm' in einem Satz.,Du siehst hungrigwarm aus.,zustände,2,sentence_generation
Was bedeutet 'tisch_var110'?,Fahrzeug für Straßen (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'tisch_var110'?,objekte,objekte,1,categorization
Verwende 'tisch_var110' in einem Satz.,Das ist ein tisch_var110.,objekte,1,sentence_generation
Verwende 'tisch_var110' in einem Satz.,Ich brauche einen tisch_var110.,objekte,1,sentence_generation
Was bedeutet 'lernenerklären'?,Verständlich machen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'lernenerklären'?,aktionen,aktionen,4,categorization
Verwende 'lernenerklären' in einem Satz.,Ich lernenerklären darüber.,aktionen,4,sentence_generation
Verwende 'lernenerklären' in einem Satz.,Wir müssen lernenerklären.,aktionen,4,sentence_generation
Was bedeutet 'siebeneins'?,Zahl 1 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'siebeneins'?,zahlen,zahlen,1,categorization
Verwende 'siebeneins' in einem Satz.,Ich zähle bis siebeneins.,zahlen,1,sentence_generation
Verwende 'siebeneins' in einem Satz.,Siebeneins Dinge.,zahlen,1,sentence_generation
Was bedeutet 'erklären_var127'?,Geistige Tätigkeit (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'erklären_var127'?,aktionen,aktionen,4,categorization
Verwende 'erklären_var127' in einem Satz.,Ich erklären_var127 darüber.,aktionen,4,sentence_generation
Verwende 'erklären_var127' in einem Satz.,Wir müssen erklären_var127.,aktionen,4,sentence_generation
Was bedeutet 'rotviolett'?,Farbe des Himmels (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'rotviolett'?,farben,farben,1,categorization
Verwende 'rotviolett' in einem Satz.,Das ist rotviolett.,farben,1,sentence_generation
Verwende 'rotviolett' in einem Satz.,Ich sehe etwas rotviolettes.,farben,1,sentence_generation
Was bedeutet 'violettgelb'?,Farbe des Himmels (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'violettgelb'?,farben,farben,1,categorization
Verwende 'violettgelb' in einem Satz.,Das ist violettgelb.,farben,1,sentence_generation
Verwende 'violettgelb' in einem Satz.,Ich sehe etwas violettgelbes.,farben,1,sentence_generation
Was bedeutet 'bewertenerschaffen'?,Vorgehensweise festlegen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'bewertenerschaffen'?,aktionen,aktionen,4,categorization
Verwende 'bewertenerschaffen' in einem Satz.,Ich bewertenerschaffen darüber.,aktionen,4,sentence_generation
Verwende 'bewertenerschaffen' in einem Satz.,Wir müssen bewertenerschaffen.,aktionen,4,sentence_generation
Was bedeutet 'bewertenlösen'?,Vorgehensweise festlegen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'bewertenlösen'?,aktionen,aktionen,4,categorization
